adapter,reader,modelname,answer,logits_answer,data_id,timestamp
race,bert-base-uncased,base,grandma,"tensor([[-4.1138, -2.1494, -3.0727,  0.9678]])",middle1390.txt,2023-01-23 21:09:42.656919
race,bert-base-uncased,base,On the bed.,"tensor([[10.1543, -1.4334, -1.6187,  3.4405]])",middle1390.txt,2023-01-23 21:09:43.350075
race,bert-base-uncased,base,baseball,"tensor([[-7.3141, -8.7930, -8.0284, 11.2169]])",middle1390.txt,2023-01-23 21:09:44.012917
race,bert-base-uncased,base,four,"tensor([[-2.8856, -2.1745, -2.4000, -2.9111]])",middle1390.txt,2023-01-23 21:09:44.758534
race,bert-base-uncased,base,Five,"tensor([[-2.3071, -1.9199, -3.1510, -1.7261]])",middle2305.txt,2023-01-23 21:09:45.874156
race,bert-base-uncased,base,fork,"tensor([[-5.8650,  3.6735,  3.7036,  6.3068]])",middle2305.txt,2023-01-23 21:09:47.003486
race,bert-base-uncased,base,Ask somebody to pass it to you.,"tensor([[-9.0287, -6.9082,  7.2837, -3.2479]])",middle2305.txt,2023-01-23 21:09:48.450986
race,bert-base-uncased,base,Left hand.,"tensor([[ 2.5704,  5.9313, -6.5521, -2.4273]])",middle2305.txt,2023-01-23 21:09:49.601979
race,bert-base-uncased,base,"You can put your own fork, knife and spoon into serving bowl.","tensor([[-7.4952, -8.7085, -9.4450,  3.2943]])",middle2305.txt,2023-01-23 21:09:50.755654
race,bert-base-uncased,base,a small house,"tensor([[-4.2297,  1.8078, -2.7009,  2.9288]])",middle4068.txt,2023-01-23 21:09:52.113708
race,bert-base-uncased,base,dogs or cats,"tensor([[ 1.3709,  6.6810,  9.2005, -0.9838]])",middle4068.txt,2023-01-23 21:09:53.480932
race,bert-base-uncased,base,four,"tensor([[-2.9865, -2.2240, -3.0696, -2.6066]])",middle4068.txt,2023-01-23 21:09:54.770631
race,bert-base-uncased,base,football,"tensor([[-8.8176, -5.6563, -4.4495, -6.8119]])",middle4068.txt,2023-01-23 21:09:56.044451
race,bert-base-uncased,base,To give a complete background to the music.,"tensor([[-7.9549, -5.9437, -3.0501, -4.2859]])",middle1700.txt,2023-01-23 21:09:58.034482
race,bert-base-uncased,base,a host,"tensor([[ -7.9284,  -9.6674, -11.0482,  -8.8832]])",middle1700.txt,2023-01-23 21:09:59.870491
race,bert-base-uncased,base,have good study habits,"tensor([[12.3837, -3.3315, -3.4409, -6.0655]])",middle1957.txt,2023-01-23 21:10:00.833716
race,bert-base-uncased,base,it is too noisy,"tensor([[-8.8191,  9.5645, -8.5584,  3.6182]])",middle1957.txt,2023-01-23 21:10:01.755453
race,bert-base-uncased,base,clean,"tensor([[-8.8158, -8.3703, -2.1129, -9.3326]])",middle1957.txt,2023-01-23 21:10:02.741565
race,bert-base-uncased,base,A noisy place,"tensor([[ -7.1383,   0.9845, -10.8890,  -1.2181]])",middle1957.txt,2023-01-23 21:10:03.710373
race,bert-base-uncased,base,Good study habits.,"tensor([[ 3.5134,  6.7683, -7.1197, 14.8899]])",middle1957.txt,2023-01-23 21:10:04.776590
race,bert-base-uncased,base,30,"tensor([[-4.5880, -4.9276, -3.7814, -3.7968]])",middle4591.txt,2023-01-23 21:10:06.068197
race,bert-base-uncased,base,videos .,"tensor([[-6.6229, -7.3624, -6.8258, -6.2645]])",middle4591.txt,2023-01-23 21:10:07.275257
race,bert-base-uncased,base,you have to wait until the interval,"tensor([[-5.9126, -6.1509, -2.7124, -4.8726]])",middle4591.txt,2023-01-23 21:10:08.595282
race,bert-base-uncased,base,arriving late,"tensor([[-3.9123, -5.5996,  0.4087, -1.3190]])",middle4591.txt,2023-01-23 21:10:09.901580
race,bert-base-uncased,base,not far from,"tensor([[-3.8546,  1.8568, -1.5826, -0.4848]])",middle4899.txt,2023-01-23 21:10:12.070066
race,bert-base-uncased,base,he found no room to park his car outside his house,"tensor([[ 4.2147, -3.0257, -1.4829, -2.2329]])",middle4899.txt,2023-01-23 21:10:14.100500
race,bert-base-uncased,base,three,"tensor([[-6.2032, -5.1827, -3.5602, -4.6241]])",middle4899.txt,2023-01-23 21:10:16.016585
race,bert-base-uncased,base,"said ""POLICE NOTICE, NO PARKING""","tensor([[ 1.1373, -0.8280,  5.2863,  8.1154]])",middle4899.txt,2023-01-23 21:10:18.135351
race,bert-base-uncased,base,fewer people will park their cars outside his house,"tensor([[-6.4618, -5.8553, -2.4784, -3.0608]])",middle4899.txt,2023-01-23 21:10:20.472296
race,bert-base-uncased,base,a ban on the use of mobile phones by students in a middle school,"tensor([[7.7130e+00, 4.7514e+00, 7.0262e-04, 1.4461e+01]])",middle2662.txt,2023-01-23 21:10:22.633554
race,bert-base-uncased,base,tell others about her dream,"tensor([[ 2.6828, -9.5920,  4.7565, -8.2098]])",middle3088.txt,2023-01-23 21:10:25.420220
race,bert-base-uncased,base,At an airport.,"tensor([[ -0.5309, -11.0779,   8.2258,   4.6872]])",middle3088.txt,2023-01-23 21:10:27.785087
race,bert-base-uncased,base,lunch,"tensor([[-3.7078, -1.1480, -4.3160, -4.1126]])",middle2333.txt,2023-01-23 21:10:29.814377
race,bert-base-uncased,base,36,"tensor([[-3.4529, -2.6259, -3.1114, -5.3208]])",middle2333.txt,2023-01-23 21:10:31.791972
race,bert-base-uncased,base,seven ; eight,"tensor([[ 6.7610, -3.8417,  5.3062, -3.8417]])",middle2333.txt,2023-01-23 21:10:34.130219
race,bert-base-uncased,base,"Yes, they do.","tensor([[ 2.0177, -7.3625, -3.8977,  1.4206]])",middle2333.txt,2023-01-23 21:10:36.680394
race,bert-base-uncased,base,His friends listen to what he says.,"tensor([[-5.1439, 10.1870, -9.8219, -9.6649]])",middle4527.txt,2023-01-23 21:10:38.458338
race,bert-base-uncased,base,care,"tensor([[-0.8513, -1.9715, -9.4124, -4.3963]])",middle4527.txt,2023-01-23 21:10:40.012245
race,bert-base-uncased,base,a color of sadness,"tensor([[-9.9801, -2.8665, -8.1901, -7.0936]])",middle4527.txt,2023-01-23 21:10:41.744299
race,bert-base-uncased,base,Say something true.,"tensor([[-5.7180, -5.3371, -3.2851, -5.8226]])",middle4527.txt,2023-01-23 21:10:43.130899
race,bert-base-uncased,base,Anger.,"tensor([[-5.9754,  7.9447, -1.7666, -6.0765]])",middle4527.txt,2023-01-23 21:10:44.659192
race,bert-base-uncased,base,people drive big cars,"tensor([[-2.0500, -3.0321, -3.2401, -6.0782]])",middle1593.txt,2023-01-23 21:10:46.396148
race,bert-base-uncased,base,a little larger than,"tensor([[-3.4461, -4.9742, -3.5006, -2.4043]])",middle1593.txt,2023-01-23 21:10:48.205469
race,bert-base-uncased,base,big cars cost less to own and to drive,"tensor([[ 6.0969, -3.6453, -1.7304, -4.3406]])",middle1593.txt,2023-01-23 21:10:50.135603
race,bert-base-uncased,base,driving future cars will be safe,"tensor([[-6.5659, -7.1104,  3.1887, -5.0659]])",middle1593.txt,2023-01-23 21:10:51.764943
race,bert-base-uncased,base,big cars will be used along with the small ones,"tensor([[ -5.5249,  -6.8512,   4.1303, -10.5313]])",middle1593.txt,2023-01-23 21:10:53.418070
race,bert-base-uncased,base,a system,"tensor([[-8.9652, -2.1116, -6.5184, -1.6492]])",middle5230.txt,2023-01-23 21:10:55.830934
race,bert-base-uncased,base,who allowed Nelson Mandela to go free.,"tensor([[-7.7188,  7.9128, -7.5009, -4.9884]])",middle5230.txt,2023-01-23 21:10:57.886631
race,bert-base-uncased,base,Nelson Mandela received education and became a lawyer.,"tensor([[-0.3500,  2.5359, -1.1713, -6.6451]])",middle5230.txt,2023-01-23 21:11:00.178112
race,bert-base-uncased,base,White people,"tensor([[-4.4696, -2.3107,  3.2062, -9.8140]])",middle5230.txt,2023-01-23 21:11:02.605529
race,bert-base-uncased,base,Nelson Manlenda,"tensor([[-8.3376, -9.2740, -9.6724, -8.7553]])",middle5230.txt,2023-01-23 21:11:04.728041
race,bert-base-uncased,base,Taking a walk.,"tensor([[ 3.7188, -0.6161,  8.6436, -0.6916]])",middle728.txt,2023-01-23 21:11:06.905577
race,bert-base-uncased,base,write down your ideas,"tensor([[-5.3289, -5.9968, -8.6830, -4.4695]])",middle728.txt,2023-01-23 21:11:08.935112
race,bert-base-uncased,base,We should find the answers all by ourselves.,"tensor([[-9.1965, -1.2678, -8.6924, -6.8516]])",middle728.txt,2023-01-23 21:11:11.221847
race,bert-base-uncased,base,Millennials grow up with computers and Internet.,"tensor([[-3.3212,  4.9632, -3.8293, -7.4643]])",middle435.txt,2023-01-23 21:11:15.200987
race,bert-base-uncased,base,"Because they grow up sharing ideas, music, information, games, and friendships with others by the Internet.","tensor([[-4.4160, -6.2207,  5.3823, -3.6040]])",middle435.txt,2023-01-23 21:11:19.633155
race,bert-base-uncased,base,Many millennials are showing more confident than others at work.,"tensor([[-8.1618, -0.2964, -8.2291, -9.2109]])",middle435.txt,2023-01-23 21:11:24.819190
race,bert-base-uncased,base,more changes will probably be brought to the American workforce by millennials,"tensor([[-4.8633, -8.3005, -7.1904,  0.8488]])",middle435.txt,2023-01-23 21:11:28.428818
race,bert-base-uncased,base,In summer.,"tensor([[-10.1433,  -4.6135,  -5.8799,  -6.6368]])",middle611.txt,2023-01-23 21:11:30.877044
race,bert-base-uncased,base,legs,"tensor([[-8.1377, -8.0535,  2.6101, -6.3114]])",middle611.txt,2023-01-23 21:11:34.072403
race,bert-base-uncased,base,To finish what she had decided to do,"tensor([[-10.7220, -10.0313, -10.9560,  14.0207]])",middle611.txt,2023-01-23 21:11:37.014643
race,bert-base-uncased,base,was good at creative thinking,"tensor([[-10.2284,  -6.5000,  -5.1130, -10.2991]])",middle2756.txt,2023-01-23 21:11:40.252587
race,bert-base-uncased,base,His invention of a special adhesive made Art's invention possible.,"tensor([[-10.2034,   8.4051,  -5.6301,  -5.6858]])",middle2756.txt,2023-01-23 21:11:44.137950
race,bert-base-uncased,base,it can stay anywhere and leave no sign when removed,"tensor([[  5.8366,  -8.8405,  -7.3964, -10.8215]])",middle2756.txt,2023-01-23 21:11:47.736083
race,bert-base-uncased,base,an expert of international education,"tensor([[-4.8410,  3.0057, -4.7852, -5.8213]])",middle6120.txt,2023-01-23 21:11:51.315517
race,bert-base-uncased,base,India,"tensor([[-5.1434, -2.4795, -2.9509, -2.7495]])",middle6120.txt,2023-01-23 21:11:54.787068
race,bert-base-uncased,base,Most of the international students in the United States are Chinese.,"tensor([[-1.3212, -7.3960, -3.0573, -1.0831]])",middle6120.txt,2023-01-23 21:11:58.704608
race,bert-base-uncased,base,spends much money on Taobao,"tensor([[-8.6253, -7.7043, -3.5108, -8.3591]])",middle2768.txt,2023-01-23 21:12:00.657863
race,bert-base-uncased,base,250,"tensor([[-2.0573, -1.4638, -1.7215, -1.0132]])",middle2768.txt,2023-01-23 21:12:02.537575
race,bert-base-uncased,base,students,"tensor([[ -2.7713,  -2.1639, -10.9747,  -8.4902]])",middle2768.txt,2023-01-23 21:12:04.259007
race,bert-base-uncased,base,Online Shopping in China,"tensor([[-10.7795,  13.1310, -10.2173,  -5.6250]])",middle2768.txt,2023-01-23 21:12:06.120099
race,bert-base-uncased,base,they share similar genes with humans,"tensor([[-10.6656,   7.1451, -10.9404,  -7.2723]])",middle5477.txt,2023-01-23 21:12:08.487459
race,bert-base-uncased,base,discovered the genetic code of the apple,"tensor([[ 6.0375, -4.6052, -1.9024,  6.7229]])",middle5477.txt,2023-01-23 21:12:10.667048
race,bert-base-uncased,base,scientists are studying a new type of apples,"tensor([[-3.9150, -5.2804,  4.6593,  3.1342]])",middle5477.txt,2023-01-23 21:12:13.133127
race,bert-base-uncased,base,a science magazine,"tensor([[  9.5032, -11.0368, -11.0208, -11.1275]])",middle5477.txt,2023-01-23 21:12:15.579773
race,bert-base-uncased,base,students spend too much time in listening to music on the cellphones,"tensor([[ 1.8526,  3.8780, -1.5423, -1.1642]])",middle758.txt,2023-01-23 21:12:17.895506
race,bert-base-uncased,base,Some,"tensor([[5.5785, 5.9312, 0.3605, 0.0270]])",middle758.txt,2023-01-23 21:12:20.139716
race,bert-base-uncased,base,go to school without a cellphone,"tensor([[ -3.8332, -10.3596,  -6.3331,  -6.8770]])",middle758.txt,2023-01-23 21:12:22.312606
race,bert-base-uncased,base,give students some good ways of learning.,"tensor([[ 10.5991, -10.7683, -10.5492,  -7.6688]])",middle1689.txt,2023-01-23 21:12:24.439134
race,bert-base-uncased,base,They should do more reading or writing in English.,"tensor([[ -7.4340, -10.1282,   4.0125, -10.1489]])",middle1689.txt,2023-01-23 21:12:26.603155
race,bert-base-uncased,base,What kind of schoolwork is better for students.,"tensor([[-9.3248, -6.1779, -3.0169, -5.8121]])",middle1689.txt,2023-01-23 21:12:28.737314
race,bert-base-uncased,base,themselves and their teachers,"tensor([[ 4.7841, -6.7254,  1.6725, -3.7833]])",middle1689.txt,2023-01-23 21:12:30.779010
race,bert-base-uncased,base,The bag fell from his horse.,"tensor([[-9.9597,  8.0211,  2.6924, -9.4358]])",middle938.txt,2023-01-23 21:12:32.681188
race,bert-base-uncased,base,the bag was too heavy,"tensor([[ 0.1918,  1.6988, 10.2861, -2.5543]])",middle938.txt,2023-01-23 21:12:34.665733
race,bert-base-uncased,base,A great man.,"tensor([[ 4.3419, -2.2175, -2.2670, -9.7033]])",middle938.txt,2023-01-23 21:12:36.645493
race,bert-base-uncased,base,We should help the man who is in trouble.,"tensor([[-10.5115,   0.6883,  -8.4125,  -3.0423]])",middle938.txt,2023-01-23 21:12:39.271215
race,bert-base-uncased,base,three,"tensor([[-3.9530, -3.0286, -4.3196, -5.6364]])",middle2199.txt,2023-01-23 21:12:42.462928
race,bert-base-uncased,base,a funfair,"tensor([[ -9.3124,  -5.3463,   2.0358, -10.3883]])",middle2199.txt,2023-01-23 21:12:44.326067
race,bert-base-uncased,base,hurried from one thing to another,"tensor([[-7.3248, -8.4670,  2.3013, -9.1653]])",middle2199.txt,2023-01-23 21:12:46.262797
race,bert-base-uncased,base,Mr..White,"tensor([[ 0.6178, -1.7095, -2.5928, -1.9175]])",middle2199.txt,2023-01-23 21:12:48.224057
race,bert-base-uncased,base,It appeared in China about thirty centuries ago.,"tensor([[-2.8827, -7.7833,  2.0859, -2.3105]])",middle6261.txt,2023-01-23 21:12:50.596331
race,bert-base-uncased,base,Salmon,"tensor([[-7.8876, -8.5655, -8.7432, -7.3905]])",middle6261.txt,2023-01-23 21:12:52.771087
race,bert-base-uncased,base,3.,"tensor([[-3.5739,  2.6402, -4.5519, -5.9933]])",middle6261.txt,2023-01-23 21:12:55.030044
race,bert-base-uncased,base,One way to control the growth of population.,"tensor([[-3.7980, -5.3902, -9.6920, -6.5998]])",middle6261.txt,2023-01-23 21:12:57.289772
race,bert-base-uncased,base,They are at the cinema,"tensor([[-10.8755, -10.9948, -10.8942,  -1.3276]])",middle991.txt,2023-01-23 21:12:58.670312
race,bert-base-uncased,base,next to,"tensor([[ 4.2026, -3.1703, -6.7702, -2.5003]])",middle991.txt,2023-01-23 21:12:59.958592
race,bert-base-uncased,base,one of his teeth is in the chocolate,"tensor([[-10.8280,   7.0422,  -8.2790,  -5.9825]])",middle991.txt,2023-01-23 21:13:01.368996
race,bert-base-uncased,base,she wants to enjoys the film better,"tensor([[-10.9232,   1.4153,  -5.5860, -10.0686]])",middle991.txt,2023-01-23 21:13:02.838050
race,bert-base-uncased,base,Because they want to learn more about people from other countries.,"tensor([[-3.5065, -3.6937,  3.5888, 13.1531]])",middle5154.txt,2023-01-23 21:13:04.593205
race,bert-base-uncased,base,all of the above,"tensor([[-2.1004, 10.3707, -5.8726, 14.0263]])",middle5154.txt,2023-01-23 21:13:06.317129
race,bert-base-uncased,base,they like to visit many places in a short time,"tensor([[-7.2650,  2.2197, -6.9040, -6.3941]])",middle5154.txt,2023-01-23 21:13:08.052117
race,bert-base-uncased,base,bungee jumping,"tensor([[-4.3267, -1.9894, -0.9597, -3.8975]])",middle5154.txt,2023-01-23 21:13:09.859170
race,bert-base-uncased,base,go deeper under water and stay longer,"tensor([[ 5.2207, -2.7338, 11.7109,  1.0893]])",middle2703.txt,2023-01-23 21:13:11.479937
race,bert-base-uncased,base,guidebook,"tensor([[-2.5146, -5.9887,  1.8791,  4.6940]])",middle2703.txt,2023-01-23 21:13:13.007540
race,bert-base-uncased,base,There's enough light under water all the time.,"tensor([[-4.8578, -9.7199,  0.4920, -6.8746]])",middle2703.txt,2023-01-23 21:13:14.670328
race,bert-base-uncased,base,Because she cares about the world.,"tensor([[ 6.3448, -9.2849, 15.3365, -7.9781]])",middle1688.txt,2023-01-23 21:13:16.345911
race,bert-base-uncased,base,Talk shows make her famous,"tensor([[ -9.9777,   2.0574,  -6.9601, -11.0688]])",middle1688.txt,2023-01-23 21:13:17.817767
race,bert-base-uncased,base,happy,"tensor([[-10.7924,  -3.9921, -10.7721,  -7.6368]])",middle1688.txt,2023-01-23 21:13:19.283696
race,bert-base-uncased,base,To help young people learn about charity.,"tensor([[-9.2551, -3.8903, 13.8695, -9.5941]])",middle6863.txt,2023-01-23 21:13:21.244234
race,bert-base-uncased,base,four,"tensor([[-1.4189, -0.3596,  0.6470, -0.4880]])",middle6863.txt,2023-01-23 21:13:22.986562
race,bert-base-uncased,base,Art Show,"tensor([[-0.6859,  3.3825, -3.4436, -3.4201]])",middle6863.txt,2023-01-23 21:13:24.907832
race,bert-base-uncased,base,"Lisa ,5 years old.","tensor([[-3.0149, -4.6765, -5.0319, -4.8736]])",middle6863.txt,2023-01-23 21:13:26.834294
race,bert-base-uncased,base,China.,"tensor([[ 6.3356, -2.8121, -5.8701, -6.5745]])",middle5300.txt,2023-01-23 21:13:28.749374
race,bert-base-uncased,base,wood could be made into the best paper,"tensor([[-1.9950, -2.1026,  1.7983, -6.3610]])",middle5300.txt,2023-01-23 21:13:30.719381
race,bert-base-uncased,base,food and drinks,"tensor([[-9.1701, -6.5625, -9.4038, -0.6103]])",middle5300.txt,2023-01-23 21:13:32.737334
race,bert-base-uncased,base,Wang Yaling,"tensor([[-8.5252, -8.3965, -7.5175, -8.4241]])",middle2910.txt,2023-01-23 21:13:35.930767
race,bert-base-uncased,base,a lot of scientific knowledge,"tensor([[ -9.3681,  -0.2951,  -0.4400, -10.9230]])",middle2910.txt,2023-01-23 21:13:38.908885
race,bert-base-uncased,base,have a similar dream,"tensor([[-6.3491,  0.9089, -3.0086, -9.6182]])",middle2910.txt,2023-01-23 21:13:41.906290
race,bert-base-uncased,base,their hobbies,"tensor([[-0.1283, -6.9897, -8.4254, -4.9280]])",middle2910.txt,2023-01-23 21:13:44.943611
race,bert-base-uncased,base,Hope their guests use less disposable things.,"tensor([[ -7.8183,  -2.8098, -10.4986,  -3.5203]])",middle6993.txt,2023-01-23 21:13:47.868601
race,bert-base-uncased,base,disposable things.,"tensor([[-9.5183,  8.9675, -7.8532, -8.2746]])",middle6993.txt,2023-01-23 21:13:50.607712
race,bert-base-uncased,base,Plastic breaks down easily.,"tensor([[-4.4279, -8.9098, -7.6067, -0.4666]])",middle6993.txt,2023-01-23 21:13:53.367785
race,bert-base-uncased,base,Do not forget to reuse daily necessities .,"tensor([[2.1281, 0.9566, 2.5179, 2.9843]])",middle6993.txt,2023-01-23 21:13:56.168649
race,bert-base-uncased,base,we should use less plastic things and protect our environment.,"tensor([[-10.4676,  -7.3211,  10.3691,  -7.5504]])",middle6993.txt,2023-01-23 21:13:58.940395
race,bert-base-uncased,base,manager,"tensor([[ 2.0532, 11.3150, -5.4574,  2.5515]])",middle3508.txt,2023-01-23 21:14:00.047066
race,bert-base-uncased,base,"Yes, she is.","tensor([[-0.7270, -3.0806, -2.7779, -4.4394]])",middle3508.txt,2023-01-23 21:14:01.077753
race,bert-base-uncased,base,Wang Li.,"tensor([[ 6.9130,  2.4405, 11.5491,  6.0799]])",middle3508.txt,2023-01-23 21:14:02.098505
race,bert-base-uncased,base,small,"tensor([[ 4.1556, 10.1678, -0.3197, -5.4465]])",middle1097.txt,2023-01-23 21:14:04.371777
race,bert-base-uncased,base,book,"tensor([[-10.3344,  -9.9415,   2.2450,   2.1722]])",middle1097.txt,2023-01-23 21:14:06.578484
race,bert-base-uncased,base,I can't be a writer.,"tensor([[-0.6706, -6.0692, -6.1819, -5.0486]])",middle1097.txt,2023-01-23 21:14:08.796342
